State,Year,Col Exposures,Col Premiums,Lim1,Lim2,Lim3,Median Income,Average Premium,no fault,Liab Premiums,Liab Exposures,Liab Av,Population
Alabama,2016,2575500,869222137,25,50,25,47221,337.5,0,1601521099,3777380,423.98,4863300
Alabama,2015,2510002,798087997,25,50,25,44509,317.96,0,1447884076,3672842,394.21,4853875
Alabama,2014,2450079,744105294,25,50,25,42278,303.71,0,1380131175,3613059,381.98,4843214
Alabama,2013,2409374,704499674,25,50,25,41381,292.4,0,1330061110,3571246,372.44,4829479
Alabama,2012,2349952,675812300,25,50,25,43464,287.59,0,1226396160,3407747,359.88,4815960
Alabama,2011,2306582,677859454,25,50,25,42590,293.88,0,1189824467,3356635,354.47,4799918
Alabama,2010,2282191,678169170,25,50,25,40933,297.16,0,1179332045,3332338,353.91,4729656
Alabama,2009,2267816,684269699,25,50,10,39980,301.73,0,1161107727,3294976,352.39,4707496
Alabama,2008,2290091,710369140,25,50,25,44476,310.19,0,1161972429,3281138,354.14,4673889
Alabama,2007,2218084,702490940,20,40,10,42212,316.71,0,1157473578,3176566,364.38,4634063
Alabama,2006,2177531,691514451,20,40,10,37952,317.57,0,1155403814,3145714,367.29,4594911
Alabama,2005,2133148,673011299,20,40,10,37150,315.5,0,1142111257,3113716,366.8,4542912
Alabama,2004,2092551,654528903,20,40,10,36629,312.79,0,1137117018,3075741,369.71,4510588
Alabama,2003,2061654,630567175,20,40,10,37255,305.85,0,1072052846,3025524,354.34,4489876
Alabama,2002,2050810,602554170,20,40,10,37603,293.81,0,1008152904,3006834,335.29,4471462
Alabama,2001,2016826,581523516,20,40,10,35160,288.34,0,953435914,2961138,321.98,4463343
Alabama,2000,1936650,539475017,20,40,10,35424,278.56,0,910906812,2848737,319.76,4451497
Alabama,1999,1795257,480354786,20,40,10,36251,267.57,0,793915719,2506822,316.7,4430141
Alabama,1998,1691404,456805148,20,40,10,36266,270.07,0,780318129,2332406,334.56,4404701
Alabama,1997,1625596,419559856,20,40,10,31939,258.1,0,718787269,2242809,320.49,4367935
Alabama,1996,1584740,378194587,20,40,10,30302,238.65,0,657860573,2156581,305.05,4331102
Alabama,1995,1537944,347358014,20,40,10,25991,225.86,0,609430706,2119326,287.56,4296800
Alabama,1994,1477424,331389940,20,40,10,27196,224.3,0,562647741,2070910,271.69,4260229
Alaska,2016,325440,116003875,50,100,25,75723,356.45,0,264539388,503552,525.35,741894
Alaska,2015,323388,113448900,50,100,25,75112,350.81,0,266461531,493738,539.68,737709
Alaska,2014,308630,110904252,50,100,25,67629,359.34,0,266059836,483223,550.59,736705
Alaska,2013,301290,108893606,50,100,25,61137,361.42,0,262821952,473517,555.04,736879
Alaska,2012,293874,107534247,50,100,25,63648,365.92,0,258546568,474697,544.66,731089
Alaska,2011,285177,103637628,50,100,25,57431,363.42,0,252083000,461088,546.71,722713
Alaska,2010,284743,105466827,50,100,25,57848,370.39,0,250727261,452913,553.59,708862
Alaska,2009,276766,102615303,50,100,25,61604,370.77,0,241291865,435452,554.12,694690
Alaska,2008,270425,101417239,50,100,25,63989,375.03,0,237919049,426236,558.19,685532
Alaska,2007,263064,100315650,50,100,25,62993,381.34,0,235603724,414035,569.04,679893
Alaska,2006,256956,97815220,50,100,25,56418,380.67,0,239838155,402504,595.87,675322
Alaska,2005,248306,96935189,50,100,25,55891,390.39,0,233963482,392596,595.94,667114
Alaska,2004,244987,96417192,50,100,25,55063,393.56,0,230790105,384470,600.28,659305
Alaska,2003,242437,90468122,50,100,25,51837,373.16,0,218146551,374680,582.22,647671
Alaska,2002,231321,82923598,50,100,25,52774,358.48,0,183598190,343983,533.74,641974
Alaska,2001,220208,74446777,50,100,25,57363,338.07,0,159958021,326743,489.55,633538
Alaska,2000,209227,66359710,50,100,25,52847,317.17,0,144901683,316971,457.14,627748
Alaska,1999,197461,62038279,50,100,25,51396,314.18,0,143033161,317720,450.19,624779
Alaska,1998,189083,59448427,50,100,25,50692,314.4,0,144061834,307425,468.61,619932
Alaska,1997,174095,53948089,50,100,25,47994,309.88,0,135864599,288812,470.43,612968
Alaska,1996,175209,53527369,50,100,25,52779,305.51,0,125253279,278020,450.52,608569
Alaska,1995,169830,51515162,50,100,25,47954,303.33,0,122235826,273731,446.55,604412
Alaska,1994,164032,50702501,50,100,25,45367,309.1,0,120105709,268932,446.6,603308
Arizona,2016,3311351,963194402,15,30,10,57100,290.88,0,2503153676,4638190,539.68,6931071
Arizona,2015,3173980,882241216,15,30,10,52248,277.96,0,2286645841,4494522,508.76,6817565
Arizona,2014,3050242,820732741,15,30,10,49254,269.07,0,2174802943,4288027,507.18,6719993
Arizona,2013,2993511,762900219,15,30,10,50602,254.85,0,2049099611,4175158,490.78,6624617
Arizona,2012,2908859,714521209,15,30,10,47044,245.64,0,1944550017,4108514,473.3,6549634
Arizona,2011,2825568,703850334,15,30,10,48621,249.1,0,1856395366,4009890,462.95,6467163
Arizona,2010,2802573,738463620,15,30,10,46896,263.49,0,1866095521,3960582,471.17,6676627
Arizona,2009,2817547,793188884,15,30,10,45739,281.52,0,1895244043,3925007,482.86,6587653
Arizona,2008,2894661,856361851,15,30,10,46914,295.84,0,1927134526,3967952,485.67,6499207
Arizona,2007,2879412,873587799,15,30,10,47215,303.39,0,1929278735,3935129,490.27,6360238
Arizona,2006,2761502,856302554,15,30,10,46657,310.09,0,1898562527,3747356,506.64,6190987
Arizona,2005,2597229,805083438,15,30,10,45245,309.98,0,1805081192,3532409,511.01,5973970
Arizona,2004,2475196,780712584,15,30,10,43846,315.41,0,1733059126,3395392,510.42,5758692
Arizona,2003,2399854,765183262,15,30,10,41166,318.85,0,1645088020,3273280,502.58,5590820
Arizona,2002,2352066,712032790,15,30,10,39734,302.73,0,1512463743,3119605,484.83,5451472
Arizona,2001,2356344,643762182,15,30,10,42704,273.2,0,1378121745,3009267,457.96,5303869
Arizona,2000,2210128,556397558,15,30,10,39783,251.75,0,1266188906,2814858,449.82,5166304
Arizona,1999,1714900,476094536,15,30,10,36995,277.62,0,1286628430,2773287,463.94,5023823
Arizona,1998,1584748,436206498,15,30,10,37090,275.25,0,1300359750,2623808,495.6,4883342
Arizona,1997,1503805,386202071,15,30,10,32740,256.82,0,1156490064,2207724,523.84,4736990
Arizona,1996,1466225,326743898,15,30,10,31637,222.85,0,1141724353,2154173,530.01,4586940
Arizona,1995,1396745,281875349,15,30,10,30863,201.81,0,1069242109,2066254,517.48,4432499
Arizona,1994,1425430,266990288,15,30,10,31293,187.31,0,1074014894,2096988,512.17,4245089
Arkansas,2016,1419377,483058947,25,50,25,45907,340.33,0,886388406,2145338,413.17,2988248
Arkansas,2015,1399296,450297516,25,50,25,42798,321.8,0,834854954,2118239,394.13,2977853
Arkansas,2014,1341631,421775807,25,50,25,44922,314.38,0,804143162,2048985,392.46,2966912
Arkansas,2013,1339333,404348654,25,50,25,39919,301.9,0,782101967,2053947,380.78,2958663
Arkansas,2012,1317468,389554294,25,50,25,39018,295.68,0,759956897,2048314,371.02,2950685
Arkansas,2011,1307011,380284090,25,50,25,41302,290.96,0,751516275,2046155,367.28,2939493
Arkansas,2010,1285061,371347112,25,50,25,38587,288.97,0,739462847,2011693,367.58,2910236
Arkansas,2009,1289704,369628664,25,50,25,36538,286.6,0,731518436,2002960,365.22,2887331
Arkansas,2008,1287532,364906790,25,50,25,39586,283.42,0,722019607,1978171,364.99,2867099
Arkansas,2007,1270562,354799790,25,50,25,40795,279.25,0,722442799,1939585,372.47,2841595
Arkansas,2006,1241528,360886599,25,50,25,37057,290.68,0,738043375,1905479,387.33,2814910
Arkansas,2005,1216267,361332395,25,50,25,36658,297.08,0,731199071,1871385,390.73,2776257
Arkansas,2004,1185086,366315938,25,50,25,34984,309.1,0,712234478,1826882,389.86,2746215
Arkansas,2003,1188444,350449048,25,50,25,32002,294.88,0,672165094,1774268,378.84,2722804
Arkansas,2002,1178616,327411877,25,50,25,32387,277.79,0,618018472,1715854,360.18,2704471
Arkansas,2001,1177366,305254001,25,50,25,33339,259.27,0,577084040,1721738,335.18,2690743
Arkansas,2000,1140631,291211877,25,50,25,29697,255.31,0,539196961,1633120,330.16,2678115
Arkansas,1999,1072456,264436118,25,50,25,29682,246.57,0,565073758,1703384,331.74,2651860
Arkansas,1998,1059196,249110652,25,50,25,27665,235.19,0,520984399,1583176,329.08,2626289
Arkansas,1997,1039351,233099939,25,50,25,26162,224.27,0,503315629,1555182,323.64,2601090
Arkansas,1996,1008211,215964622,25,50,25,27123,214.21,0,479351856,1355775,353.56,2572109
Arkansas,1995,971355,199479987,25,50,25,25814,205.36,0,442523104,1322251,334.67,2535399
Arkansas,1994,934034,186554057,25,50,25,25565,199.73,0,418181867,1296998,322.42,2494019
California,2016,18934675,8023475371,15,30,5,66637,423.75,0,13989189313,26860298,520.81,39250017
California,2015,18313425,7262241098,15,30,5,63636,396.55,0,12769742194,26079028,489.66,38993940
California,2014,17599185,6587507273,15,30,5,60487,374.31,0,12164211326,25227668,482.18,38680810
California,2013,16945860,6121583844,15,30,5,57528,361.24,0,11456156914,24661898,464.53,38335203
California,2012,16750281,5839620186,15,30,5,57020,348.63,0,10843618702,24523690,442.17,38011074
California,2011,16359443,5574565810,15,30,5,53367,340.76,0,10642657008,24305028,437.88,37676861
California,2010,16411909,5550749284,15,30,5,54283,338.21,0,10715052036,24084234,444.9,37266600
California,2009,16309358,5708458787,15,30,5,56134,350.01,0,10527201447,23819876,441.95,36887615
California,2008,16590239,6016627121,15,30,5,57014,362.66,0,10762358420,23921220,449.91,36538008
California,2007,16228072,6038553473,15,30,5,55734,372.11,0,11001884643,23648058,465.23,36185908
California,2006,16100893,6048589100,15,30,5,55319,375.67,0,10724842977,22216669,482.74,35947461
California,2005,15877553,5800240388,15,30,5,51755,365.31,0,10506689942,21572401,487.04,35770688
California,2004,15915614,5704054541,15,30,5,49222,358.39,0,10535243556,21792027,483.44,35538256
California,2003,15156421,5285302415,15,30,5,49300,348.72,0,10156443525,21084064,481.71,35236589
California,2002,15227940,4839526578,15,30,5,47437,317.81,0,9521707041,21064020,452.04,34867773
California,2001,14701659,4110926707,15,30,5,47262,279.62,0,8301129079,19956623,415.96,34481753
California,2000,13941048,3613262998,15,30,5,46816,259.18,0,7680187076,19332015,397.28,33994383
California,1999,12852251,3237936354,15,30,5,43629,251.94,0,7579828994,18746525,404.33,33499204
California,1998,12159488,3049377214,15,30,5,40934,250.78,0,8055106306,18024509,446.9,32987675
California,1997,11563437,2840741276,15,30,5,39694,245.67,0,7962709158,16283386,489.01,32486010
California,1996,10750968,2568910241,15,30,5,38812,238.95,0,7160552761,14138911,506.44,32018834
California,1995,9837019,2518903308,15,30,5,37009,256.06,0,6912557449,13678966,505.34,31696582
California,1994,9838279,2529049651,15,30,5,35331,257.06,0,6793326593,13716906,495.25,31484435
Colorado,2016,2995075,920302130,25,50,15,70566,307.27,0,2388922253,4190329,570.1,5540545
Colorado,2015,2926071,839773770,25,50,15,66596,287,0,2129455251,4094830,520.04,5448819
Colorado,2014,2804980,759759487,25,50,15,60940,270.86,0,1959089736,3912559,500.72,5349648
Colorado,2013,2736849,698881755,25,50,15,63371,255.36,0,1807240213,3816380,473.55,5267603
Colorado,2012,2670494,674035990,25,50,15,57255,252.4,0,1701669942,3784407,449.65,5189867
Colorado,2011,2603634,653875387,25,50,15,58629,251.14,0,1630544287,3693929,441.41,5118360
Colorado,2010,2561818,651315731,25,50,15,60233,254.24,0,1626811764,3642475,446.62,5095309
Colorado,2009,2551940,666730359,25,50,15,55930,261.26,0,1629767939,3611314,451.29,5015155
Colorado,2008,2517811,661431109,25,50,15,60943,262.7,0,1513917373,3541425,427.49,4928676
Colorado,2007,2455978,648248104,25,50,15,61141,263.95,0,1488237402,3468807,429.03,4837229
Colorado,2006,2348951,658954704,25,50,15,55697,280.53,0,1523913948,3364258,452.97,4747872
Colorado,2005,2254460,684745189,25,50,15,50449,303.73,0,1515969734,3219411,470.88,4655731
Colorado,2004,2210275,715717994,25,50,15,50886,323.81,0,1529747802,3214673,475.86,4595674
Colorado,2003,2136990,679183545,25,50,15,49940,317.82,1,1659128089,3044006,545.05,4545766
Colorado,2002,2184428,652500176,25,50,15,48294,298.71,1,1698597379,3062996,554.55,4502883
Colorado,2001,2165895,584124272,25,50,15,49397,269.69,1,1406183283,3017408,466.02,4432779
Colorado,2000,2041262,499694170,25,50,15,48240,244.8,1,1259657703,2895467,435.04,4328277
Colorado,1999,1885163,431131579,25,50,15,48177,228.7,1,1221823697,2809627,434.87,4226018
Colorado,1998,1781035,390967121,25,50,15,46599,219.52,1,1179734713,2585362,456.31,4116639
Colorado,1997,1725495,356781727,25,50,15,43233,206.77,1,1163917042,2447547,475.54,4018293
Colorado,1996,1645176,315074095,25,50,15,40950,191.51,1,1112434121,2331657,477.1,3919972
Colorado,1995,1543519,282629101,25,50,15,40706,183.11,1,1051749631,2229637,471.71,3826653
Colorado,1994,1474082,266041055,25,50,15,37833,180.48,1,1004562736,2167187,463.53,3724168
Connecticut,2016,1937278,742718394,20,40,10,75923,383.38,0,1719319960,2534320,678.41,3576452
Connecticut,2015,1924189,709075024,20,40,10,72889,368.51,0,1632168809,2507390,650.94,3584730
Connecticut,2014,1902643,683110825,20,40,10,70161,359.03,0,1593902413,2479040,642.95,3591873
Connecticut,2013,1882709,653427583,20,40,10,67781,347.07,0,1561297375,2456353,635.62,3596003
Connecticut,2012,1861485,622170477,20,40,10,64247,334.23,0,1527303280,2437949,626.47,3593795
Connecticut,2011,1831768,613065960,20,40,10,65415,334.69,0,1487352888,2421356,614.26,3589893
Connecticut,2010,1833787,615875803,20,40,10,65998,335.85,0,1480614231,2432742,608.62,3526937
Connecticut,2009,1827097,608417628,20,40,10,64851,333,0,1433000209,2406278,595.53,3514826
Connecticut,2008,1841878,612018428,20,40,10,64682,332.28,0,1426790505,2409695,592.1,3502664
Connecticut,2007,1825249,609312584,20,40,10,64141,333.82,0,1441270419,2391147,602.75,3488084
Connecticut,2006,1788057,598832653,20,40,10,62404,334.91,0,1471407601,2370048,620.83,3484531
Connecticut,2005,1777416,608888838,20,40,10,56835,342.57,0,1486979269,2373903,626.39,3477185
Connecticut,2004,1780844,611621345,20,40,10,55100,343.44,0,1508144451,2410685,625.61,3474379
Connecticut,2003,1744053,591787514,20,40,10,54965,339.32,0,1422456665,2326374,611.45,3468319
Connecticut,2002,1725559,558270718,20,40,10,53387,323.53,0,1351180825,2253503,599.59,3448145
Connecticut,2001,1703629,506110342,20,40,10,53347,297.08,0,1259921555,2213043,569.32,3428043
Connecticut,2000,1636725,452740143,20,40,10,50172,276.61,0,1179458718,2147336,549.27,3411506
Connecticut,1999,1475355,408557002,20,40,10,50593,276.92,0,1199678339,2182661,549.64,3386401
Connecticut,1998,1198430,316974308,20,40,10,46508,264.49,0,1223971151,2089250,585.84,3365352
Connecticut,1997,1198430,316974308,20,40,10,43985,264.49,0,1153392226,1838133,627.48,3349348
Connecticut,1996,1247878,317359021,20,40,10,42119,254.32,0,1087827323,1727187,629.83,3336685
Connecticut,1995,1173868,283910081,20,40,10,40243,241.86,0,1019222221,1654212,616.14,3324144
Connecticut,1994,1175455,268233786,20,40,10,41097,228.2,0,1046411923,1626149,643.49,3316121
Delaware,2016,523010,173064963,15,30,10,58046,330.9,0,542162850,677537,800.2,952065
Delaware,2015,506917,161591793,15,30,10,57756,318.77,0,523292419,654685,799.3,944076
Delaware,2014,494264,150185736,15,30,10,57522,303.86,0,507462718,638040,795.35,934948
Delaware,2013,485264,141534975,15,30,10,52219,291.67,0,490529761,626232,783.3,925395
Delaware,2012,472731,135231050,15,30,10,48972,286.06,0,470603441,620002,759.04,916993
Delaware,2011,466302,131886066,15,30,10,54660,282.83,0,454484954,607154,748.55,907924
Delaware,2010,461085,131561831,15,30,10,55214,285.33,0,438626287,603156,727.22,891464
Delaware,2009,461120,130702804,15,30,10,52114,283.45,0,428641668,596975,718.02,884124
Delaware,2008,463961,133306983,15,30,10,50702,287.32,0,416404899,596902,697.61,876794
Delaware,2007,460251,136298979,15,30,10,54589,296.14,0,411786715,594238,692.97,865314
Delaware,2006,452334,134749359,15,30,10,52438,297.9,0,416135707,589784,705.57,853301
Delaware,2005,442519,130196772,15,30,10,51235,294.22,0,413602603,580096,712.99,840296
Delaware,2004,436711,128245383,15,30,10,48049,293.66,0,402627751,570501,705.74,827154
Delaware,2003,428702,121973461,15,30,10,49019,284.52,0,370377813,559023,662.54,815525
Delaware,2002,416489,112789069,15,30,10,49650,270.81,0,326138932,539028,605.05,804636
Delaware,2001,407078,103505121,15,30,10,49602,254.26,0,297022777,526419,564.23,794954
Delaware,2000,385867,95746110,15,30,10,50365,248.13,0,283840017,501460,566.03,786417
Delaware,1999,348826,82879737,15,30,10,46628,237.6,0,282582769,483955,583.9,774990
Delaware,1998,332719,77268608,15,30,10,41458,232.23,0,266143080,459257,579.51,763335
Delaware,1997,328164,72572348,15,30,10,43033,221.15,0,235479388,410842,573.16,751487
Delaware,1996,309657,64937170,15,30,10,39309,209.71,0,221494300,309657,209.71,740977
Delaware,1995,294992,59179838,15,30,10,34928,200.62,0,207531307,384200,540.16,729734
Delaware,1994,288642,58042687,15,30,10,35873,201.09,0,196127308,364232,538.47,717545
District of Columbia,2016,205742,98173102,25,50,10,70982,477.17,0,173748775,257485,674.79,681170
District of Columbia,2015,197487,92556251,25,50,10,70071,468.67,0,158652806,252302,628.82,670377
District of Columbia,2014,193045,89087546,25,50,10,68277,461.49,0,152500866,242353,629.25,659005
District of Columbia,2013,188140,84961862,25,50,10,60675,451.59,0,149756983,235951,634.7,649165
District of Columbia,2012,185526,81108304,25,50,10,65246,437.18,0,147089310,235593,624.34,635327
District of Columbia,2011,181597,77418256,25,50,10,55251,426.32,0,144858066,232674,622.58,620477
District of Columbia,2010,177677,77011956,25,50,10,56928,433.44,0,140930338,229542,613.96,610589
District of Columbia,2009,176774,75934428,25,50,10,53141,429.56,0,132600400,224493,590.67,599975
District of Columbia,2008,173384,74470677,25,50,10,55590,429.51,0,127863971,219357,582.9,589929
District of Columbia,2007,169714,74670730,25,50,10,50783,439.98,0,126811023,217632,582.69,585916
District of Columbia,2006,165770,73727069,25,50,10,48477,444.76,0,132872677,217785,610.11,583841
District of Columbia,2005,161974,72255069,25,50,10,44993,446.09,0,134415849,214464,626.75,582049
District of Columbia,2004,159706,71130557,25,50,10,43451,445.38,0,135264299,212365,636.94,579890
District of Columbia,2003,158771,67989844,25,50,10,45044,428.23,0,126095578,208535,604.67,577844
District of Columbia,2002,156914,63575843,25,50,10,39070,405.16,0,118195872,211680,558.37,579736
District of Columbia,2001,152975,58432066,25,50,10,41169,381.97,0,110560835,203289,543.86,578228
District of Columbia,2000,145535,53615444,25,50,10,41222,368.4,0,107705844,196515,548.08,571776
District of Columbia,1999,130974,47930250,25,50,10,38670,365.95,0,107594121,193295,556.63,570213
District of Columbia,1998,126756,46886499,25,50,10,33433,369.9,0,105698688,185643,569.37,565230
District of Columbia,1997,121812,42604264,25,50,10,31860,349.75,0,89384052,164346,543.88,567736
District of Columbia,1996,122025,40245521,25,50,10,31966,329.81,0,82245521,122025,329.81,572377
District of Columbia,1995,118167,37395915,25,50,10,30748,316.47,0,70674219,146972,480.87,580517
District of Columbia,1994,116058,35613153,25,50,10,30116,306.86,0,66196228,142679,463.95,589239
Florida,2016,10946919,3419050083,10,20,10,51176,312.33,1,12225988916,13534810,903.3,20612439
Florida,2015,10588753,2996167251,10,20,10,48825,282.96,1,11223752722,13086738,857.64,20244914
Florida,2014,10158356,2639703189,10,20,10,46140,259.86,1,10533201971,12580903,837.24,19888741
Florida,2013,9710975,2354698470,10,20,10,47886,242.48,1,10444750115,12138958,860.43,19582022
Florida,2012,9400531,2204533986,10,20,10,46071,234.51,1,10196031224,11913103,855.87,19344156
Florida,2011,9186007,2174270013,10,20,10,45105,236.69,1,9465191581,11633653,813.6,19096952
Florida,2010,9013300,2297035579,10,20,10,44066,254.85,1,8606105975,11547822,745.26,18678049
Florida,2009,9034147,2420547852,10,20,10,45631,267.93,1,8193501913,11597009,706.52,18509936
Florida,2008,9090354,2557549707,10,20,10,44857,281.35,1,8383749595,11390208,736.05,18410241
Florida,2007,9159837,2643772405,10,20,10,45794,288.63,1,8299517366,11547807,718.71,18262096
Florida,2006,9063799,2605245759,10,20,10,45676,287.43,1,8714334242,11591395,751.79,18076361
Florida,2005,8679762,2426245310,10,20,10,42990,279.53,1,8497929662,11221444,757.29,17773291
Florida,2004,8369724,2351228244,10,20,10,40535,280.92,1,8249854098,10911910,756.04,17366358
Florida,2003,8142769,2249512301,10,20,10,38972,276.26,1,7650053754,10690546,715.59,16974177
Florida,2002,7946730,2079870178,10,20,10,38024,261.73,1,6533735945,10190526,641.16,16675166
Florida,2001,7714339,1892330374,10,20,10,36421,245.3,1,5393143057,9587060,562.54,16350988
Florida,2000,7282246,1669071594,10,20,10,38856,229.2,1,4818623283,9387796,513.29,16046148
Florida,1999,6801749,1491478864,10,20,10,35831,219.28,1,4763351839,9492075,501.82,15759421
Florida,1998,6543535,1418492185,10,20,10,34909,216.78,1,3923139506,8107923,483.86,15486559
Florida,1997,5880057,1138036501,10,20,10,32455,193.54,1,4410520565,6910621,638.22,15186304
Florida,1996,5885041,1158635926,10,20,10,30641,196.88,1,4158635926,6785041,196.88,14853360
Florida,1995,5592143,1010296933,10,20,10,29745,180.66,1,3907794515,6507891,600.47,14537875
Florida,1994,5377518,911308921,10,20,10,29294,169.47,1,3587506540,6375011,562.75,14239444
Georgia,2016,5090613,1791627886,25,50,25,53527,351.95,0,4623402325,7549506,612.41,10310371
Georgia,2015,5006627,1661372534,25,50,25,50768,331.83,0,4100980009,7357540,557.38,10199398
Georgia,2014,4838303,1551005077,25,50,25,49555,320.57,0,3729772878,7219426,516.63,10087231
Georgia,2013,4685761,1467966923,25,50,25,47439,313.28,0,3408274188,7021594,485.4,9984938
Georgia,2012,4526757,1431065165,25,50,25,48121,316.13,0,3126173452,6874323,454.76,9914668
Georgia,2011,4450752,1427503244,25,50,25,45973,320.73,0,2983509497,6791488,439.3,9811610
Georgia,2010,4395852,1444002652,25,50,25,44117,328.49,0,2928649620,6789542,431.35,9908357
Georgia,2009,4393273,1487648747,25,50,25,43340,338.62,0,2862803573,6709259,426.69,9813588
Georgia,2008,4423259,1581015845,25,50,25,46227,357.43,0,2753084079,6660682,413.33,9690277
Georgia,2007,4383963,1608602170,25,50,25,48641,366.93,0,2779137605,6596556,421.3,9526642
Georgia,2006,4296530,1597511258,25,50,25,49344,371.81,0,2750759116,6487358,424.02,9323575
Georgia,2005,4163504,1549934896,25,50,25,45926,372.27,0,2634778267,6273814,419.96,9090479
Georgia,2004,4077346,1524650257,25,50,25,40984,373.93,0,2531316896,6120546,413.58,8907292
Georgia,2003,4014527,1457474372,25,50,25,42438,363.05,0,2321024298,5883828,394.48,8727810
Georgia,2002,3973690,1386661069,25,50,25,42939,348.96,0,2094928715,5631284,372.02,8582756
Georgia,2001,3894562,1302791930,25,50,25,42576,334.52,0,1993419567,5601676,355.86,8418687
Georgia,2000,3756859,1215135448,15,30,10,41901,323.44,0,1832462978,5400134,339.34,8230306
Georgia,1999,3435109,1093149779,15,30,10,39425,318.23,0,1825421075,5312331,343.62,8045965
Georgia,1998,3285688,1022525174,15,30,10,38665,311.21,0,1714052946,4922158,348.23,7863536
Georgia,1997,3126032,945185758,15,30,10,36663,302.36,0,1592005501,4308267,369.52,7685099
Georgia,1996,2928665,864992033,15,30,10,32496,295.35,0,1464992033,3928665,295.35,7501069
Georgia,1995,2716517,766445875,15,30,10,34099,282.14,0,1313320878,3861267,340.13,7328413
Georgia,1994,2608911,688871469,15,30,10,31467,264.05,0,1270570088,3795276,334.78,7157165
Hawaii,2016,661543,216846860,20,40,10,72133,327.79,1,414301964,901096,459.78,1428557
Hawaii,2015,636189,199238390,20,40,10,64514,313.17,1,401020264,874563,458.54,1425157
Hawaii,2014,624439,188102288,20,40,10,71223,301.23,1,397014679,865111,458.92,1416349
Hawaii,2013,605862,176845948,20,40,10,61408,291.89,1,387643144,848075,457.09,1406481
Hawaii,2012,589604,170548883,20,40,10,56263,289.26,1,377670479,832845,453.47,1391820
Hawaii,2011,576599,169004543,20,40,10,59047,293.11,1,380960392,821387,463.8,1377864
Hawaii,2010,561768,167775167,20,40,10,59539,298.66,1,381881534,801736,476.32,1300086
Hawaii,2009,563229,171852829,20,40,10,55649,305.12,1,388738820,796425,488.1,1288285
Hawaii,2008,570565,178020333,20,40,10,61521,312.01,1,402581961,795663,505.97,1280001
Hawaii,2007,563686,177167244,20,40,10,64022,314.3,1,413434714,789007,523.99,1269796
Hawaii,2006,550939,170256983,20,40,10,60470,309.03,1,419891250,774802,541.93,1269228
Hawaii,2005,539339,160960266,20,40,10,59586,298.44,1,421443065,770811,546.75,1259147
Hawaii,2004,516354,147234332,20,40,10,56242,285.14,1,399392419,743254,537.36,1246872
Hawaii,2003,503218,135082082,20,40,10,51834,268.44,1,373254930,726971,513.44,1231632
Hawaii,2002,471049,118544668,20,40,10,47303,251.66,1,343882422,692952,496.26,1226410
Hawaii,2001,448059,102793747,20,40,10,47439,229.42,1,334276563,681031,490.84,1218790
Hawaii,2000,431331,93613703,20,40,10,51546,217.03,1,340741312,676081,503.99,1212396
Hawaii,1999,377927,84218685,20,40,10,44504,222.84,1,349721078,681937,512.83,1210300
Hawaii,1998,363594,85286820,20,40,10,40827,234.57,1,358054239,612048,585.01,1215233
Hawaii,1997,353390,88999187,20,40,10,40934,251.84,1,316875916,464602,682.04,1211640
Hawaii,1996,329599,87072715,20,,10,41772,264.18,1,87072715,329599,264.18,1203755
Hawaii,1995,330732,84371566,20,,10,42851,255.11,1,373489739,526081,709.95,1196854
Hawaii,1994,332971,81894115,20,,10,42255,245.95,1,380434632,530527,717.09,1187536
Idaho,2016,788985,181333053,25,50,15,56564,229.83,0,422371048,1178329,358.45,1683140
Idaho,2015,744522,163090270,25,50,15,51624,219.05,0,384937527,1118078,344.29,1652828
Idaho,2014,702969,148319988,25,50,15,53438,210.99,0,364837720,1047667,348.24,1633532
Idaho,2013,688221,139720476,25,50,15,51767,203.02,0,350204743,1031545,339.5,1612011
Idaho,2012,670843,137954619,25,50,15,47922,205.64,0,336583138,1032462,326,1595911
Idaho,2011,654773,135090424,25,50,15,47459,206.32,0,333325136,1016371,327.96,1584143
Idaho,2010,653425,142607551,25,50,15,47050,218.25,0,333446919,1009184,330.41,1559796
Idaho,2009,653492,144800142,25,50,15,46778,221.58,0,332196202,1000219,332.12,1544465
Idaho,2008,659346,150312008,25,50,15,47420,227.97,0,328528957,996015,329.84,1526295
Idaho,2007,643052,146835243,25,50,15,49184,228.34,0,323392454,975193,331.62,1498390
Idaho,2006,618529,143307195,25,50,15,46213,231.69,0,321245963,947659,338.99,1463631
Idaho,2005,584136,137615912,25,50,15,44176,235.59,0,306832831,904749,339.14,1425226
Idaho,2004,557138,133027541,25,50,15,44358,238.77,0,294491068,865339,340.32,1391127
Idaho,2003,535855,124905627,25,50,15,42372,233.1,0,279791531,828695,337.63,1363672
Idaho,2002,534406,115492550,25,50,15,37715,216.11,0,256394772,801018,320.09,1341704
Idaho,2001,531639,107629846,25,50,15,38241,202.45,0,233820846,797173,293.31,1320791
Idaho,2000,508679,99194888,25,50,15,37611,195,0,219549289,768491,285.69,1299555
Idaho,1999,483437,92047173,25,50,15,35800,190.4,0,216512981,766831,282.35,1275674
Idaho,1998,464040,86233229,25,50,15,36680,185.83,0,209323780,726337,288.19,1252330
Idaho,1997,452687,80062399,25,50,15,33404,176.86,0,197880543,686393,288.29,1228520
Idaho,1996,425803,71627442,25,50,15,34709,168.22,0,183627442,625803,168.22,1203083
